EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,TrainingTimesLastYear,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,BusinessTravel,OverTime,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
1137,54,Male,Married,1,Life Sciences,Sales,Sales Representative,4,9,1,3,7,23,8,3,9890,19,2,14,Travel_Rarely,No,2,4,4,4,3,3,No
1138,20,Male,Divorced,2,Life Sciences,Research & Development,Manager,3,29,4,4,15,31,4,1,8662,22,2,5,Non-Travel,No,2,2,1,3,2,3,Yes
1139,50,Male,Married,4,Human Resources,Research & Development,Research Scientist,3,32,3,6,15,32,8,5,10238,14,3,9,Travel_Rarely,No,2,2,4,2,4,3,Yes
1140,45,Male,Divorced,4,Marketing,Research & Development,Laboratory Technician,1,9,9,7,9,9,5,1,4041,15,1,13,Non-Travel,Yes,1,3,3,2,3,3,Yes
1141,25,Female,Married,5,Medical,Sales,Human Resources,4,8,2,8,6,8,7,3,11707,12,3,29,Travel_Rarely,No,1,4,3,4,1,3,No
1142,51,Female,Single,3,Human Resources,Research & Development,Human Resources,5,3,3,3,3,32,7,1,13294,13,0,25,Travel_Rarely,No,4,3,3,1,3,3,No
1143,52,Male,Married,3,Marketing,Research & Development,Healthcare Representative,3,4,4,4,4,32,9,2,10713,11,0,19,Travel_Rarely,No,3,3,3,4,3,3,No
1144,49,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,3,3,3,3,3,6,6,2,8319,14,1,11,Travel_Rarely,Yes,2,2,3,4,2,3,Yes
1145,41,Female,Married,4,Marketing,Sales,Research Scientist,2,3,0,3,3,3,3,1,7461,22,3,12,Travel_Frequently,No,1,4,1,2,4,3,No
1146,31,Male,Married,5,Life Sciences,Research & Development,Research Director,1,15,5,8,0,27,3,2,6849,12,3,3,Travel_Rarely,No,3,3,4,3,4,3,No
1147,49,Female,Single,1,Human Resources,Research & Development,Manager,3,22,10,3,0,22,5,0,8343,22,2,2,Travel_Rarely,No,2,2,4,2,1,3,Yes
1148,33,Male,Single,2,Other,Research & Development,Sales Representative,3,13,1,7,7,31,8,2,8577,12,1,23,Travel_Frequently,No,2,2,3,4,1,3,Yes
1149,21,Male,Married,1,Human Resources,Sales,Sales Executive,5,10,6,2,2,15,6,3,13762,11,3,22,Travel_Frequently,Yes,3,1,4,4,2,3,Yes
1150,54,Female,Divorced,4,Technical Degree,Research & Development,Sales Executive,5,9,9,3,1,9,4,4,12716,20,0,15,Travel_Frequently,No,3,4,1,1,3,3,No
1151,38,Male,Married,3,Technical Degree,Sales,Research Scientist,2,13,3,9,3,13,4,1,6884,22,3,5,Travel_Rarely,No,3,4,3,1,3,3,No
1152,31,Male,Married,2,Technical Degree,Research & Development,Laboratory Technician,2,21,12,3,10,38,7,5,7228,12,3,7,Travel_Frequently,No,1,1,2,4,1,3,Yes
1153,48,Male,Single,4,Human Resources,Research & Development,Sales Executive,2,13,13,5,4,35,5,6,8367,14,0,4,Travel_Rarely,No,4,3,1,2,4,3,No
1154,35,Male,Married,4,Medical,Research & Development,Healthcare Representative,5,23,12,14,9,33,0,1,12679,16,0,5,Travel_Rarely,No,2,2,3,1,3,3,Yes
1155,24,Male,Married,4,Human Resources,Research & Development,Laboratory Technician,5,23,16,8,7,23,0,6,11943,23,3,25,Non-Travel,No,2,2,4,3,2,3,Yes
1156,27,Male,Married,2,Other,Research & Development,Sales Executive,1,17,0,5,12,17,8,6,3892,22,0,16,Travel_Frequently,No,3,2,1,3,1,3,No
1157,24,Male,Divorced,2,Marketing,Research & Development,Research Director,4,15,5,0,4,15,7,2,9060,17,2,15,Travel_Rarely,Yes,1,1,3,4,3,3,Yes
1158,50,Male,Married,5,Human Resources,Research & Development,Manager,4,36,0,4,11,36,5,2,10232,17,2,27,Travel_Rarely,No,3,2,4,3,4,3,No
1159,40,Female,Divorced,5,Human Resources,Sales,Human Resources,1,15,7,8,12,24,0,4,3165,17,2,16,Non-Travel,No,1,3,4,3,4,3,No
1160,38,Female,Divorced,1,Life Sciences,Research & Development,Laboratory Technician,4,7,7,4,7,7,1,4,10905,14,0,25,Travel_Rarely,Yes,4,3,3,1,2,3,Yes
1161,36,Female,Single,2,Life Sciences,Research & Development,Human Resources,5,23,14,5,14,23,9,5,14056,22,0,4,Travel_Frequently,Yes,2,1,1,1,2,3,Yes
1162,36,Male,Married,2,Life Sciences,Research & Development,Human Resources,4,5,5,2,5,19,2,3,10323,15,0,6,Travel_Rarely,Yes,2,3,3,2,1,4,Yes
1163,53,Male,Divorced,2,Human Resources,Research & Development,Sales Executive,5,29,6,7,0,29,9,0,11654,24,1,18,Travel_Rarely,No,1,4,3,1,1,3,Yes
1164,46,Female,Single,5,Medical,Research & Development,Laboratory Technician,1,7,7,7,5,19,2,3,3350,21,0,3,Travel_Rarely,No,4,4,3,2,4,3,No
1165,35,Female,Married,4,Marketing,Research & Development,Manager,2,17,6,10,10,17,1,5,8132,22,2,25,Non-Travel,Yes,4,2,3,1,4,3,Yes
1166,19,Female,Divorced,3,Marketing,Human Resources,Research Director,1,3,3,3,3,3,1,1,5310,13,2,22,Travel_Rarely,Yes,2,2,3,4,3,3,Yes
1167,18,Male,Married,5,Other,Research & Development,Manufacturing Director,4,6,3,3,0,35,5,2,11171,11,2,24,Travel_Rarely,No,2,4,4,2,3,3,Yes
1168,22,Female,Single,2,Medical,Research & Development,Healthcare Representative,5,5,5,3,5,5,6,3,14309,24,1,27,Travel_Rarely,Yes,3,3,3,4,3,3,No
1169,37,Female,Married,5,Medical,Human Resources,Human Resources,4,2,2,2,2,2,3,6,10565,18,3,5,Travel_Rarely,No,1,1,1,2,2,3,Yes
1170,28,Male,Single,1,Marketing,Sales,Manager,4,14,3,11,7,17,0,2,9931,20,2,2,Travel_Rarely,No,2,2,2,3,2,3,Yes
1171,59,Female,Married,2,Technical Degree,Sales,Sales Representative,2,24,0,4,2,39,5,2,8838,21,1,23,Travel_Rarely,No,4,2,3,2,3,4,No
1172,19,Male,Single,1,Life Sciences,Research & Development,Sales Representative,4,17,0,13,11,17,6,3,10904,17,3,16,Travel_Rarely,No,4,4,1,2,4,3,No
1173,20,Male,Married,2,Life Sciences,Research & Development,Manufacturing Director,2,17,6,9,5,22,3,3,6113,24,1,6,Travel_Frequently,No,2,4,2,2,1,3,Yes
1174,40,Male,Married,5,Marketing,Research & Development,Manufacturing Director,5,11,8,11,7,34,5,6,13186,19,1,27,Travel_Rarely,Yes,4,1,1,2,2,3,Yes
1175,29,Female,Married,4,Medical,Research & Development,Manufacturing Director,5,5,0,5,4,5,8,6,14962,24,3,15,Travel_Rarely,No,1,2,4,2,2,3,Yes
1176,37,Female,Married,3,Other,Sales,Healthcare Representative,2,25,15,12,9,25,3,4,6989,20,0,18,Travel_Rarely,No,4,3,4,3,3,3,No
1177,22,Male,Married,1,Technical Degree,Research & Development,Healthcare Representative,1,20,17,7,15,20,9,5,4385,14,0,6,Travel_Rarely,Yes,4,3,2,2,1,3,Yes
1178,54,Female,Married,5,Marketing,Sales,Research Director,5,9,9,6,9,23,3,5,14484,22,2,13,Travel_Frequently,No,2,4,2,4,2,3,No
1179,55,Female,Single,4,Life Sciences,Sales,Human Resources,1,14,5,4,14,14,9,6,5907,22,3,24,Travel_Rarely,No,1,1,2,2,1,3,Yes
1180,47,Female,Married,5,Human Resources,Research & Development,Research Scientist,5,9,1,8,5,26,4,0,14790,15,2,13,Travel_Rarely,Yes,1,4,4,2,2,3,Yes
1181,26,Female,Single,1,Medical,Sales,Sales Representative,5,31,8,8,8,31,2,6,12116,15,1,1,Travel_Rarely,No,3,1,4,4,1,4,No
1182,51,Male,Divorced,3,Human Resources,Research & Development,Sales Executive,3,11,3,9,9,11,9,4,7133,23,0,16,Travel_Rarely,No,1,3,1,1,1,3,Yes
1183,52,Female,Single,5,Other,Research & Development,Sales Executive,4,4,4,4,4,4,1,0,12951,17,2,4,Travel_Rarely,No,3,1,4,1,2,3,No
1184,39,Male,Married,2,Marketing,Research & Development,Manufacturing Director,4,6,6,1,6,6,8,3,10227,23,2,17,Travel_Rarely,No,2,3,2,3,1,3,No
1185,41,Male,Married,4,Life Sciences,Sales,Sales Representative,1,8,8,3,8,21,0,5,5866,19,0,18,Travel_Rarely,No,4,1,3,2,4,3,Yes
1186,34,Female,Married,5,Technical Degree,Research & Development,Research Scientist,4,12,10,7,12,26,4,5,10871,18,1,16,Travel_Frequently,No,1,4,3,2,2,3,Yes
1187,27,Male,Single,4,Human Resources,Sales,Research Scientist,1,14,7,12,3,14,4,0,6693,17,2,1,Travel_Rarely,Yes,3,3,2,1,2,3,Yes
1188,47,Female,Married,2,Technical Degree,Human Resources,Sales Executive,5,13,6,13,1,38,7,1,14109,24,2,6,Travel_Frequently,No,1,2,4,2,4,3,Yes
1189,40,Female,Married,3,Other,Research & Development,Research Scientist,3,34,15,0,15,34,5,4,8017,11,3,11,Travel_Rarely,No,2,2,2,3,1,4,Yes
1190,49,Male,Married,3,Life Sciences,Research & Development,Sales Representative,3,8,2,8,0,25,5,4,9504,22,3,6,Travel_Rarely,No,3,3,4,4,4,3,No
1191,34,Male,Married,2,Human Resources,Sales,Human Resources,5,7,7,7,2,22,5,4,14605,20,0,17,Travel_Rarely,No,3,2,3,2,2,3,Yes
1192,34,Male,Married,4,Other,Human Resources,Manager,2,12,12,4,10,12,3,5,8808,23,0,4,Travel_Rarely,No,3,3,1,4,4,3,No
1193,31,Male,Married,5,Technical Degree,Research & Development,Research Scientist,2,25,14,7,15,25,0,2,6881,16,1,14,Travel_Rarely,No,2,4,4,3,1,3,No
1194,26,Female,Married,2,Technical Degree,Sales,Human Resources,4,2,2,1,2,2,2,5,9437,20,1,14,Travel_Rarely,No,3,4,1,1,4,3,No
1195,57,Female,Married,1,Human Resources,Research & Development,Sales Representative,1,28,10,1,8,28,9,2,3679,19,2,20,Non-Travel,Yes,4,1,3,3,2,3,Yes
1196,19,Female,Married,4,Life Sciences,Human Resources,Sales Executive,3,1,1,1,1,1,5,5,9694,23,3,8,Travel_Rarely,No,2,2,1,3,1,3,Yes
1197,42,Male,Single,3,Technical Degree,Sales,Human Resources,4,27,15,7,4,27,4,3,11669,17,1,22,Travel_Rarely,No,4,2,1,3,2,4,Yes
1198,56,Male,Single,2,Marketing,Sales,Research Scientist,5,6,6,6,6,22,9,5,12247,11,2,2,Travel_Rarely,No,4,2,2,3,2,3,No
1199,26,Male,Single,3,Other,Human Resources,Manufacturing Director,3,18,9,11,2,35,0,3,8191,19,2,5,Travel_Frequently,No,2,3,1,4,3,3,No
1200,39,Female,Single,4,Human Resources,Sales,Human Resources,1,5,5,5,1,5,4,2,4130,13,0,4,Travel_Rarely,No,1,4,3,3,2,3,No
1201,21,Male,Married,3,Medical,Sales,Manufacturing Director,1,10,1,6,7,10,1,4,4403,24,3,10,Travel_Rarely,No,4,2,4,3,2,3,Yes
1202,43,Female,Married,2,Medical,Research & Development,Laboratory Technician,2,18,15,7,1,37,0,2,7071,19,2,20,Travel_Rarely,Yes,2,1,1,3,1,3,Yes
1203,46,Male,Single,4,Life Sciences,Research & Development,Sales Executive,4,25,7,4,0,33,3,0,10534,14,0,28,Travel_Rarely,Yes,4,2,4,3,1,3,Yes
1204,51,Female,Divorced,1,Marketing,Research & Development,Sales Representative,5,16,14,0,12,16,5,4,13856,19,2,24,Travel_Rarely,Yes,3,1,2,4,1,3,Yes
1205,40,Female,Single,2,Technical Degree,Human Resources,Manager,3,2,2,2,2,2,6,5,8330,23,3,21,Travel_Rarely,No,4,2,3,3,4,3,No
1206,54,Male,Married,5,Medical,Research & Development,Manufacturing Director,1,18,4,14,2,33,8,5,3934,18,2,3,Travel_Rarely,Yes,4,2,3,1,4,4,Yes
1207,28,Male,Married,2,Life Sciences,Sales,Manager,3,21,15,1,8,21,4,5,8381,17,2,16,Non-Travel,No,4,4,4,3,1,3,No
1208,23,Female,Married,4,Other,Human Resources,Manager,5,18,11,2,4,28,7,5,11369,14,1,10,Travel_Rarely,No,3,1,3,3,4,4,No
1209,35,Female,Single,2,Marketing,Research & Development,Manufacturing Director,3,28,12,11,5,28,7,5,7996,19,1,28,Travel_Rarely,No,4,2,2,2,3,3,Yes
1210,38,Male,Married,1,Marketing,Sales,Manager,4,4,4,2,3,4,8,2,12794,14,0,15,Travel_Rarely,No,2,1,4,2,4,3,Yes
1211,59,Male,Married,1,Life Sciences,Research & Development,Research Director,2,9,9,8,9,9,2,6,7218,11,2,4,Non-Travel,Yes,4,1,3,2,3,3,Yes
1212,53,Female,Divorced,5,Life Sciences,Research & Development,Laboratory Technician,3,4,4,4,4,9,2,3,8604,16,0,1,Travel_Frequently,No,2,4,2,3,1,3,No
1213,58,Male,Married,3,Technical Degree,Sales,Manufacturing Director,2,8,4,8,8,8,8,6,7269,14,3,22,Travel_Rarely,Yes,4,4,2,1,1,3,Yes
1214,55,Female,Divorced,4,Life Sciences,Sales,Sales Executive,5,7,7,7,7,20,6,2,13490,20,0,27,Travel_Frequently,No,4,1,1,1,4,3,Yes
1215,51,Female,Single,4,Technical Degree,Research & Development,Manufacturing Director,2,11,0,11,1,12,3,1,6176,13,2,29,Travel_Rarely,Yes,4,4,3,2,1,3,Yes
1216,34,Male,Married,3,Technical Degree,Research & Development,Human Resources,3,9,9,3,9,9,0,6,9909,22,1,15,Travel_Rarely,No,1,2,4,2,1,4,Yes
1217,54,Male,Married,1,Human Resources,Research & Development,Research Director,3,25,11,1,14,37,6,2,7375,15,1,10,Travel_Rarely,No,1,2,1,3,2,3,Yes
1218,42,Male,Married,1,Marketing,Human Resources,Manufacturing Director,1,10,8,2,9,10,9,4,5328,13,0,20,Travel_Frequently,No,3,4,4,1,1,3,No
1219,55,Male,Single,2,Other,Sales,Sales Representative,3,3,3,2,3,3,5,5,9760,21,1,22,Travel_Rarely,No,2,1,1,1,2,3,Yes
1220,29,Male,Married,5,Marketing,Sales,Laboratory Technician,2,15,15,13,15,30,2,2,8290,19,2,18,Travel_Rarely,Yes,3,2,2,2,1,3,Yes
1221,40,Female,Married,5,Marketing,Sales,Human Resources,1,33,16,6,4,33,4,6,4943,22,2,16,Travel_Rarely,No,2,3,1,1,3,3,Yes
1222,59,Female,Married,5,Human Resources,Sales,Manufacturing Director,3,2,2,2,2,34,2,3,7957,16,3,21,Travel_Frequently,No,3,1,1,2,3,3,Yes
1223,39,Male,Married,2,Technical Degree,Sales,Research Scientist,3,26,13,12,5,38,7,6,10687,13,1,27,Travel_Rarely,No,3,1,1,2,1,4,Yes
1224,38,Male,Divorced,5,Technical Degree,Research & Development,Healthcare Representative,5,14,6,10,13,38,4,5,11810,15,1,9,Travel_Rarely,No,4,3,3,4,3,3,No
1225,44,Male,Single,3,Life Sciences,Human Resources,Research Scientist,1,32,2,12,15,32,9,6,3826,18,3,24,Travel_Rarely,Yes,4,3,1,4,3,3,Yes
1226,48,Female,Married,2,Human Resources,Human Resources,Manager,5,7,0,5,6,7,9,0,12845,24,0,19,Travel_Rarely,No,4,1,2,3,3,4,No
1227,23,Male,Divorced,3,Life Sciences,Sales,Sales Executive,5,31,11,3,1,31,5,1,13533,18,3,17,Travel_Rarely,No,4,3,4,2,4,4,No
1228,44,Male,Married,2,Human Resources,Research & Development,Manager,5,22,14,5,5,32,1,4,12533,16,1,10,Travel_Rarely,No,4,4,3,3,3,4,No
1229,57,Female,Married,5,Life Sciences,Research & Development,Manufacturing Director,4,3,3,3,3,7,7,3,9334,15,0,19,Travel_Rarely,No,3,4,2,4,2,3,No
1230,51,Female,Married,3,Medical,Sales,Laboratory Technician,5,13,9,10,6,13,8,1,13789,15,2,8,Non-Travel,No,2,1,3,1,4,3,Yes
1231,29,Male,Divorced,3,Marketing,Research & Development,Research Scientist,2,8,1,0,1,33,2,2,5409,11,2,27,Travel_Rarely,Yes,1,4,4,4,2,3,Yes
1232,24,Male,Single,3,Marketing,Research & Development,Sales Representative,3,7,3,7,7,7,5,1,7053,12,3,19,Travel_Rarely,Yes,1,2,4,4,2,3,Yes
1233,27,Male,Married,2,Other,Sales,Human Resources,4,6,6,6,6,6,5,5,9700,22,2,5,Travel_Rarely,No,2,4,4,4,2,3,No
1234,34,Female,Married,4,Technical Degree,Research & Development,Laboratory Technician,5,12,12,7,3,12,1,5,12757,21,1,2,Non-Travel,No,1,4,3,1,4,3,No
1235,43,Male,Married,5,Other,Sales,Manager,3,20,7,0,15,20,9,0,8098,14,3,15,Non-Travel,No,3,3,3,4,1,3,No
1236,38,Male,Single,3,Medical,Research & Development,Human Resources,1,25,13,14,12,31,7,1,5396,16,1,17,Non-Travel,No,2,4,4,2,3,3,Yes
1237,45,Male,Married,4,Other,Research & Development,Research Scientist,1,8,3,4,4,10,4,6,3974,21,1,27,Travel_Rarely,No,2,1,4,2,3,3,Yes
1238,19,Female,Married,5,Marketing,Human Resources,Sales Representative,3,13,5,1,1,13,7,1,10755,17,0,10,Travel_Rarely,No,1,4,2,4,1,3,No
1239,18,Female,Single,5,Technical Degree,Sales,Healthcare Representative,2,10,3,10,10,10,7,5,5392,11,0,21,Non-Travel,No,1,4,4,3,1,3,No
1240,53,Male,Divorced,3,Medical,Research & Development,Healthcare Representative,3,1,1,1,0,1,2,2,7553,18,0,21,Travel_Rarely,Yes,3,1,1,3,2,4,Yes
1241,43,Male,Single,3,Marketing,Research & Development,Sales Representative,3,0,0,0,0,33,4,2,10228,22,2,22,Travel_Rarely,No,4,1,3,1,4,3,Yes
1242,46,Female,Married,2,Life Sciences,Research & Development,Human Resources,4,4,4,4,4,16,6,4,11894,11,0,2,Travel_Rarely,No,2,3,2,1,2,3,No
1243,38,Female,Single,4,Human Resources,Research & Development,Manufacturing Director,1,8,8,3,8,13,4,6,5128,19,1,9,Travel_Rarely,Yes,4,2,3,2,3,3,Yes
1244,28,Female,Single,4,Medical,Research & Development,Human Resources,1,5,5,5,5,24,5,6,6279,14,3,2,Travel_Rarely,No,1,4,4,2,1,3,No
1245,57,Female,Divorced,3,Technical Degree,Research & Development,Human Resources,5,26,15,1,6,26,1,2,11825,22,3,18,Travel_Rarely,No,2,2,1,4,3,3,Yes
1246,28,Female,Married,5,Other,Human Resources,Manufacturing Director,3,7,7,7,7,7,7,1,10157,17,1,12,Non-Travel,No,4,3,4,3,1,4,No
1247,53,Female,Married,3,Other,Research & Development,Laboratory Technician,3,16,1,2,6,16,4,0,7743,21,2,15,Travel_Rarely,No,3,1,3,2,4,3,No
1248,56,Female,Single,5,Medical,Research & Development,Research Scientist,2,4,4,4,4,4,5,2,6470,24,3,21,Travel_Frequently,Yes,3,1,2,3,2,3,Yes
1249,57,Female,Married,5,Technical Degree,Research & Development,Human Resources,1,11,7,7,11,11,0,6,5224,16,1,25,Travel_Frequently,Yes,3,1,3,1,3,3,Yes
1250,52,Female,Married,3,Medical,Research & Development,Research Scientist,2,5,5,5,5,37,9,6,7558,23,1,20,Non-Travel,Yes,2,3,2,1,4,3,Yes
1251,51,Male,Married,1,Technical Degree,Research & Development,Manager,4,17,3,7,0,17,1,5,12690,19,1,6,Travel_Rarely,No,2,4,1,4,3,3,No
1252,41,Male,Married,4,Other,Research & Development,Healthcare Representative,5,25,15,4,7,25,3,5,11138,24,3,18,Travel_Rarely,Yes,2,3,4,4,1,3,No
1253,39,Male,Divorced,5,Marketing,Research & Development,Healthcare Representative,2,3,3,3,0,30,8,4,8173,12,3,13,Travel_Frequently,No,2,1,4,2,3,3,Yes
1254,22,Female,Married,5,Life Sciences,Research & Development,Manufacturing Director,1,10,3,9,8,36,5,4,5520,21,0,4,Travel_Rarely,No,2,4,1,3,4,3,No
1255,50,Male,Married,1,Marketing,Sales,Manager,4,5,5,5,5,5,7,1,10845,17,0,12,Travel_Rarely,Yes,4,1,3,2,4,3,Yes
1256,53,Female,Single,2,Life Sciences,Human Resources,Healthcare Representative,3,14,12,12,9,14,1,2,7541,21,1,9,Non-Travel,No,4,1,1,2,2,3,Yes
1257,37,Female,Married,1,Other,Research & Development,Manufacturing Director,4,17,4,2,10,25,9,2,11241,15,1,2,Travel_Rarely,No,3,3,4,3,3,3,No
1258,36,Male,Married,1,Marketing,Sales,Human Resources,2,11,11,11,0,11,4,4,6856,23,1,16,Travel_Rarely,No,4,3,2,2,1,3,No
1259,52,Female,Married,5,Marketing,Research & Development,Manager,1,2,2,2,2,13,0,2,6827,17,1,1,Travel_Rarely,No,4,2,4,4,3,3,No
1260,34,Male,Single,4,Medical,Sales,Laboratory Technician,2,0,0,0,0,0,3,1,7533,11,3,4,Travel_Frequently,No,3,1,3,3,2,3,Yes
1261,51,Male,Divorced,1,Human Resources,Sales,Manager,3,16,13,12,0,16,9,0,8337,21,0,15,Travel_Rarely,No,3,4,2,3,1,3,No
1262,26,Male,Single,2,Other,Sales,Sales Executive,3,29,6,5,9,32,0,5,8720,21,2,20,Travel_Rarely,No,1,1,3,2,1,3,Yes
1263,43,Female,Married,3,Technical Degree,Research & Development,Healthcare Representative,1,20,6,14,3,28,8,1,5852,20,1,1,Non-Travel,Yes,3,4,4,3,2,3,No
1264,19,Male,Married,1,Other,Research & Development,Manager,5,30,17,0,14,30,1,2,13294,19,0,20,Travel_Rarely,No,4,2,4,4,1,3,No
1265,26,Female,Single,1,Technical Degree,Research & Development,Research Director,4,7,7,3,5,7,6,1,11677,11,1,15,Travel_Rarely,No,2,1,2,4,4,4,No
1266,26,Male,Married,2,Technical Degree,Research & Development,Human Resources,4,29,17,5,4,29,2,5,11485,24,3,3,Travel_Rarely,No,3,4,3,1,4,3,No
1267,57,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,3,12,12,10,4,12,1,3,7072,15,2,13,Travel_Frequently,Yes,1,4,2,1,1,3,Yes
1268,34,Male,Divorced,1,Technical Degree,Research & Development,Research Scientist,2,14,9,5,2,15,3,6,8140,24,0,18,Non-Travel,No,4,2,2,1,3,3,No
1269,18,Female,Divorced,1,Technical Degree,Research & Development,Manufacturing Director,2,1,1,1,1,1,6,5,7801,18,0,13,Travel_Rarely,No,1,3,3,1,1,3,Yes
1270,42,Female,Divorced,4,Medical,Research & Development,Research Director,5,17,6,13,3,17,6,6,14223,11,2,10,Travel_Frequently,Yes,1,2,2,2,3,3,Yes
1271,57,Female,Single,2,Marketing,Sales,Research Director,2,34,6,14,8,34,8,5,7878,17,3,20,Travel_Frequently,No,4,4,1,1,2,3,No
1272,59,Male,Married,1,Other,Sales,Laboratory Technician,4,18,4,11,9,18,2,3,11141,12,2,24,Travel_Rarely,Yes,1,2,2,1,4,3,Yes
1273,42,Male,Married,4,Other,Research & Development,Manufacturing Director,2,12,0,11,12,12,6,2,5434,17,0,7,Travel_Rarely,Yes,4,3,4,1,4,3,Yes
1274,56,Female,Divorced,1,Technical Degree,Research & Development,Laboratory Technician,5,3,3,2,0,3,5,2,12806,17,2,25,Travel_Rarely,No,1,1,3,1,2,3,Yes
1275,52,Female,Married,3,Human Resources,Sales,Research Scientist,4,18,17,5,10,18,9,0,11045,19,3,8,Travel_Rarely,No,2,2,4,2,2,3,Yes
1276,20,Female,Married,5,Other,Sales,Manufacturing Director,2,24,12,11,13,24,6,5,8502,16,3,1,Travel_Frequently,No,3,2,1,1,4,3,Yes
1277,54,Female,Married,3,Technical Degree,Human Resources,Manager,4,11,7,9,9,37,6,1,9456,14,1,28,Travel_Rarely,No,2,1,1,3,2,3,Yes
1278,47,Female,Married,1,Life Sciences,Research & Development,Healthcare Representative,3,10,7,5,10,30,9,0,10501,17,2,18,Travel_Rarely,No,2,2,2,4,1,3,Yes
1279,55,Female,Single,2,Life Sciences,Research & Development,Laboratory Technician,3,19,9,11,7,35,4,2,9276,17,2,12,Non-Travel,No,1,3,4,3,1,3,No
1280,51,Male,Married,5,Life Sciences,Research & Development,Research Scientist,3,3,3,3,1,3,8,2,9077,14,0,18,Travel_Rarely,No,3,4,2,2,3,3,No
1281,29,Female,Married,3,Technical Degree,Research & Development,Human Resources,2,0,0,0,0,38,6,4,6648,12,3,28,Travel_Rarely,Yes,3,2,2,2,3,3,Yes
1282,36,Male,Married,4,Medical,Human Resources,Sales Executive,5,2,2,1,2,6,6,0,11334,23,2,24,Travel_Frequently,No,3,1,4,2,3,3,Yes
1283,54,Male,Married,2,Human Resources,Human Resources,Human Resources,4,15,14,3,14,15,2,2,9659,21,0,12,Non-Travel,Yes,1,1,1,4,1,3,Yes
1284,34,Female,Married,3,Technical Degree,Sales,Sales Executive,1,4,4,4,4,4,0,3,3568,19,1,20,Travel_Frequently,No,2,2,1,1,4,3,Yes
1285,27,Female,Single,4,Medical,Research & Development,Sales Representative,3,8,7,8,8,22,4,6,7176,24,2,9,Non-Travel,Yes,4,1,1,2,3,3,Yes
1286,29,Male,Married,1,Medical,Sales,Manager,3,18,14,13,0,35,7,4,9871,18,2,2,Travel_Rarely,Yes,4,4,3,1,1,4,Yes
1287,33,Female,Married,4,Other,Sales,Sales Representative,1,18,2,12,12,31,4,1,5615,15,0,14,Travel_Rarely,No,4,4,3,2,4,3,No
1288,41,Female,Married,3,Technical Degree,Research & Development,Laboratory Technician,1,22,5,3,2,23,9,6,5456,24,0,4,Non-Travel,No,3,1,2,4,2,4,No
1289,36,Male,Single,3,Technical Degree,Research & Development,Laboratory Technician,2,24,7,7,5,24,2,4,5776,15,3,29,Non-Travel,No,4,2,3,3,1,4,Yes
1290,25,Male,Single,1,Medical,Human Resources,Sales Executive,4,26,15,9,14,27,8,5,10260,11,3,29,Travel_Rarely,No,2,2,3,3,2,3,Yes
1291,48,Male,Single,4,Medical,Sales,Manufacturing Director,3,18,14,11,3,18,1,5,8301,21,3,15,Travel_Rarely,Yes,4,1,4,4,3,3,Yes
1292,38,Female,Married,4,Medical,Research & Development,Research Scientist,5,6,6,2,2,6,2,1,11076,19,2,17,Non-Travel,No,3,4,2,1,4,3,No
1293,34,Male,Single,1,Other,Human Resources,Research Director,2,11,11,2,3,16,3,3,5932,21,0,19,Travel_Rarely,No,3,4,2,2,1,3,No
1294,40,Female,Married,4,Technical Degree,Human Resources,Laboratory Technician,2,1,1,1,1,1,9,1,5635,24,3,6,Travel_Rarely,No,4,2,4,3,3,3,Yes
1295,54,Male,Divorced,1,Medical,Sales,Sales Representative,5,15,12,10,9,15,0,0,13587,20,2,9,Travel_Rarely,No,3,4,1,4,3,3,No
1296,33,Male,Single,2,Life Sciences,Research & Development,Sales Representative,5,32,7,9,7,38,3,6,12677,21,3,27,Travel_Rarely,No,4,3,4,1,4,3,Yes
1297,23,Male,Married,3,Technical Degree,Research & Development,Human Resources,5,17,13,7,11,17,3,1,14229,18,1,17,Non-Travel,No,3,4,1,3,2,3,No
1298,25,Female,Married,2,Other,Sales,Manager,1,30,10,0,2,38,8,1,4190,15,2,15,Travel_Rarely,No,1,2,2,4,3,3,Yes
1299,42,Female,Divorced,5,Life Sciences,Human Resources,Sales Executive,3,0,0,0,0,0,7,4,10256,20,3,5,Travel_Rarely,No,1,4,2,2,4,3,Yes
1300,35,Male,Married,5,Marketing,Human Resources,Research Director,1,2,0,2,0,2,1,3,4412,16,3,28,Travel_Rarely,No,2,4,3,4,4,3,No
1301,42,Male,Married,5,Technical Degree,Sales,Sales Executive,3,20,1,1,13,20,6,1,7011,22,1,18,Travel_Rarely,No,1,1,3,1,1,4,Yes
1302,29,Male,Married,1,Marketing,Sales,Laboratory Technician,1,29,12,2,12,29,5,0,5216,20,1,23,Travel_Rarely,No,4,3,4,3,3,3,No
